META|runtime_libcrypto=OpenSSL 3.5.7 9 Jun 2026|compiled_headers=OpenSSL 3.5.7 9 Jun 2026
valid-control|ML-KEM-512|pass|seed:20262824|import-accepted
valid-control|ML-KEM-512|pass|seed:20262824|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262825|import-accepted
valid-control|ML-KEM-512|pass|seed:20262825|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262826|import-accepted
valid-control|ML-KEM-512|pass|seed:20262826|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262827|import-accepted
valid-control|ML-KEM-512|pass|seed:20262827|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262828|import-accepted
valid-control|ML-KEM-512|pass|seed:20262828|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262829|import-accepted
valid-control|ML-KEM-512|pass|seed:20262829|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262830|import-accepted
valid-control|ML-KEM-512|pass|seed:20262830|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262831|import-accepted
valid-control|ML-KEM-512|pass|seed:20262831|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262832|import-accepted
valid-control|ML-KEM-512|pass|seed:20262832|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262833|import-accepted
valid-control|ML-KEM-512|pass|seed:20262833|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262834|import-accepted
valid-control|ML-KEM-512|pass|seed:20262834|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262835|import-accepted
valid-control|ML-KEM-512|pass|seed:20262835|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262836|import-accepted
valid-control|ML-KEM-512|pass|seed:20262836|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262837|import-accepted
valid-control|ML-KEM-512|pass|seed:20262837|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262838|import-accepted
valid-control|ML-KEM-512|pass|seed:20262838|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262839|import-accepted
valid-control|ML-KEM-512|pass|seed:20262839|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262840|import-accepted
valid-control|ML-KEM-512|pass|seed:20262840|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262841|import-accepted
valid-control|ML-KEM-512|pass|seed:20262841|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262842|import-accepted
valid-control|ML-KEM-512|pass|seed:20262842|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262843|import-accepted
valid-control|ML-KEM-512|pass|seed:20262843|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262844|import-accepted
valid-control|ML-KEM-512|pass|seed:20262844|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262845|import-accepted
valid-control|ML-KEM-512|pass|seed:20262845|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262846|import-accepted
valid-control|ML-KEM-512|pass|seed:20262846|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262847|import-accepted
valid-control|ML-KEM-512|pass|seed:20262847|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262848|import-accepted
valid-control|ML-KEM-512|pass|seed:20262848|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262849|import-accepted
valid-control|ML-KEM-512|pass|seed:20262849|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262850|import-accepted
valid-control|ML-KEM-512|pass|seed:20262850|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262851|import-accepted
valid-control|ML-KEM-512|pass|seed:20262851|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262852|import-accepted
valid-control|ML-KEM-512|pass|seed:20262852|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262853|import-accepted
valid-control|ML-KEM-512|pass|seed:20262853|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262854|import-accepted
valid-control|ML-KEM-512|pass|seed:20262854|encap-accepted
valid-control|ML-KEM-512|pass|seed:20262855|import-accepted
valid-control|ML-KEM-512|pass|seed:20262855|encap-accepted
noncanon-q3329-first|ML-KEM-512|fail-modulus|seed:779000+coeff[0]:=3329|import-rejected|Provider routines:invalid key:unexpected
noncanon-v4000-first|ML-KEM-512|fail-modulus|seed:779000+coeff[0]:=4000|import-rejected|Provider routines:invalid key:unexpected
noncanon-max4095-first|ML-KEM-512|fail-modulus|seed:779000+coeff[0]:=4095|import-rejected|Provider routines:invalid key:unexpected
noncanon-q3329-middle|ML-KEM-512|fail-modulus|seed:779000+coeff[256]:=3329|import-rejected|Provider routines:invalid key:unexpected
noncanon-v4000-middle|ML-KEM-512|fail-modulus|seed:779000+coeff[256]:=4000|import-rejected|Provider routines:invalid key:unexpected
noncanon-max4095-middle|ML-KEM-512|fail-modulus|seed:779000+coeff[256]:=4095|import-rejected|Provider routines:invalid key:unexpected
noncanon-q3329-last|ML-KEM-512|fail-modulus|seed:779000+coeff[511]:=3329|import-rejected|Provider routines:invalid key:unexpected
noncanon-v4000-last|ML-KEM-512|fail-modulus|seed:779000+coeff[511]:=4000|import-rejected|Provider routines:invalid key:unexpected
noncanon-max4095-last|ML-KEM-512|fail-modulus|seed:779000+coeff[511]:=4095|import-rejected|Provider routines:invalid key:unexpected
len-minus-1|ML-KEM-512|fail-type|derived:len-1|import-rejected|Provider routines:invalid key length:length-or-modulus
len-plus-1|ML-KEM-512|fail-type|derived:len+1|import-rejected|Provider routines:invalid key length:length-or-modulus
rho-zero|ML-KEM-512|pass|derived:rho-mutation|import-accepted
rho-zero|ML-KEM-512|pass|derived:rho-mutation|encap-accepted
rho-ff|ML-KEM-512|pass|derived:rho-mutation|import-accepted
